,Unnamed: 0,Review,Comment_Count,Reaction,Name,Date,Time
629,652,"#Pathao Data চুরি! 
API uploading messages on the server from users!!
 
Version: 3.3.0
Tested via Burp suite",2,6,Sharmin Khan Urmi,2018-12-11, 3:09 PM
630,653,Does Pathao actually steal personal information?,23,1200,TahseeNation,2018-11-16, 8:29 PM
631,654,"Facebook/Google Data churi kortesa. R Ekhon Pathao Data churi kortesa.... Internet & smartphone use kora stop kore daw Bangali 😎😎😎😎😎 I agree Data niche eita thik nah. Digital hote chai, sob kisu automa...",2,10,Reza Labisa is feeling funny.,2018-10-11,10:49 AM
632,655,Is this true that pathao is stealing our information...???,8,9,Niloy Ahmed to Desperately Seeking Dhaka - DSD,2018-10-11,11:14 PM
633,656,"You'll always win with Pathao! Dhaka users will now get amazing discounts just by requesting more car rides or food orders from the Pathao app. Top 10 food users will get 100% discount on 3 car trips (up to 200tk), while Top 10 car users get 100% discount on 2 food…",14,192,Pathao,2018-09-24, 1:36 PM
634,657,Pathao Rip They're stealing information. 😡😡😡,1,5,বাধন,2018-07-11, 6:01 PM
635,658,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
636,659,I am a regular user of #Pathao from today i #Boycott #Pathao till  #Pathao  give any assurance to stop this kind of activities.. #Pathao don't have any right to access our personal information. #Boycott #Pathao,2,6,Estaba Hossain,2018-10-11, 2:11 PM
637,660,"As you all know, Pathao is stealing your Data, as a conscious citizen of this country, you should report to Google Play Store for Pathao App.
1. Go to Play Store.
2. Search & Open Pathao App 3. On the upper right corner, you see three dots. Click on that. 4. Select Flag as…",17,55,Nagib Mahfuz Plabon to Desperately Seeking Dhaka - DSD,2018-10-11, 8:43 AM
638,661,Pathao theke cash on delivery kivabe product send kora jay?kau jene thakle kindly janaben.oder customer care call korechilam Tara nijeder information nijerai Jane na. :@,2,1,Nayma Karim to Desperately Seeking Dhaka - DSD,2017-12-31, 6:22 PM
639,663,...Need to Uninstall now. & F** You for giving F** Logic to store public sensetive information.,2,16,Akter Hossain Auvi,2018-08-11, 7:38 PM
640,664,"আসসালামু আলাইকুম,
আমি pathao তে join করতে চাচ্ছিলাম , কিছু information জানতে চাই ? বাইক এর papers কি নিজের নামে থাকতে হবে? আমার বাইকটা office এর নামে, লোন নিয়ে কিনছি তাই । আমি কি এই papers দিয়ে join করতে পারবো? আমার leaner card আছে, driving…",2,4,Babu Rahman to Pathao Users Of Bangladesh,2017-09-24, 3:09 PM
641,665,"Mini Burgers are all available for HOME DELIVERY through pathao foods :)
Chicken cheese Mini Burger only @80 Taka!
Please call 01952229090 for any other information.",5,32,Chillers Mirpur- 11,2018-08-08, 3:32 PM
642,666,"Operations Executive - Chittagong
Pathao
Vacancy
5
Application Deadline : Oct 22, 2017
Job Context
Operations Executives form the core of all the operational excellence that Pathao aims to deliver. They must be agile, energetic and enthusiastic. This is an intense, business-side…",16,64,Sahadat Sayem to HR Care,2017-10-15, 3:31 PM
643,667,"Hi, is there any way I can change my phone number in my Pathao App? It seems that I can change all the other information but not the phone number.",3,9,Mopasha Samaddar Badhon to Pathao Users Of Bangladesh,2017-04-08, 7:34 PM
644,668,Let's look at the data privacy issue of Pathao,38,2100,The Daily Star,2018-12-11,10:57 AM
645,669,Is this true that pathao is stealing our information...???,8,9,Niloy Ahmed to Desperately Seeking Dhaka - DSD,2018-10-11,11:14 PM
646,670,"As you all know, Pathao is stealing your Data, as a conscious citizen of this country, you should report to Google Play Store for Pathao App.
1. Go to Play Store.
2. Search & Open Pathao App 3. On the upper right corner, you see three dots. Click on that. 4. Select Flag as…",17,55,Nagib Mahfuz Plabon to Desperately Seeking Dhaka - DSD,2018-10-11, 8:43 AM
647,671,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
648,672,Pathao Rip They're stealing information. 😡😡😡,1,5,বাধন,2018-07-11, 6:01 PM
649,673,"#Admin
Is there any bug in pathao app. Parcel service started automatically, request, accepted and completed by rider without leaving any history trace..
This is a very alarming for #pathao_pay user. 
Intruders can steal money from wallet. 
#Please check apps back end.",2,1,Imran Ahmed Runel to Pathao Users Of Bangladesh,2018-03-08, 1:50 AM
650,674,...Mobile App goes through (I won't say steal as you give the permission while installing)all your SMS and analyzes it(Other services as Uber don't).…,1,2,Farhan Forhad,2018-09-11, 7:23 PM
651,675,"Pathao steals SMS, Phonebook, App List, and more from users :( I think we should avoid using smart phone for original sim :|",4,54,Moniruzzaman Shojol,2018-06-11, 1:10 PM
652,676,"Try to avoid Pathao and Install Uber App Now :) Uninstall Pathao App form your mobile & stay safe. Pathao Steals SMS, Phonebook, App List and More from users. Watch this video :...",6,47,Engr Mohammad Dedarul Islam,2018-07-11, 7:24 PM
653,677,"Pathao has been stealing *all* your SMS for about three months now. Blatant invasion of privacy and ultimate disregard for security. #deletepathao  There is a reason I'm always hesitant to install any ""bangladeshi"" app. If I must, I block all permissions (esp…",4,38,Riasat Al Jamil,2018-09-11, 3:41 AM
654,678,"Pathao is stealing contact, SMS and installed app list. Apart from pretty bad service one more reason not to use it. Just curious to know why does this app need access to my contacts, SMS and installed...",3,71,Rezwanur Rahman is feeling angry.,2018-07-11, 6:03 PM
655,679,...seize his other opportunities that he may take after pathao because it’s not about the money it’s about the fraud and steal he made. Thankyou.,3,15,Amrin Khandaker Priyota to Pathao Users Of Bangladesh,2018-12-24, 4:05 PM
656,680,"#BAN_PATHAO :v
আমি malware দেখিনি কিন্তু, pathao দেখেছি : যে একটু পর পর আমার সব sms তাদের server এ চুরি করে upload করতেসে।  কেবল টেস্ট…",1,4,Fardin Islam Akash shared a post.,2018-11-18,11:19 PM
657,681,"As you all know, Pathao is stealing your Data, as a conscious citizen of this country, you should report to Google Play Store for Pathao App.
1. Go to Play Store.
2. Search & Open Pathao App 3. On the upper right corner, you see three dots. Click on that. 4. Select Flag as…",17,55,Nagib Mahfuz Plabon to Desperately Seeking Dhaka - DSD,2018-10-11, 8:43 AM
658,682,Is this true that pathao is stealing our information...???,8,9,Niloy Ahmed to Desperately Seeking Dhaka - DSD,2018-10-11,11:14 PM
659,683,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
660,684,...Mobile App goes through (I won't say steal as you give the permission while installing)all your SMS and analyzes it(Other services as Uber don't).…,1,2,Farhan Forhad,2018-09-11, 7:23 PM
661,685,"#Admin
Is there any bug in pathao app. Parcel service started automatically, request, accepted and completed by rider without leaving any history trace..
This is a very alarming for #pathao_pay user. 
Intruders can steal money from wallet. 
#Please check apps back end.",2,1,Imran Ahmed Runel to Pathao Users Of Bangladesh,2018-03-08, 1:50 AM
662,686,Pathao Rip They're stealing information. 😡😡😡,1,5,বাধন,2018-07-11, 6:01 PM
663,687,...It really vulnerable! be safe delete pathao app and make sure you should not install any kind of apps which asking to access our sms/photos/contacts…,1,5,Sarwar Hossain,2018-09-11,10:33 AM
664,688,"Try to avoid Pathao and Install Uber App Now :) Uninstall Pathao App form your mobile & stay safe. Pathao Steals SMS, Phonebook, App List and More from users. Watch this video :...",6,47,Engr Mohammad Dedarul Islam,2018-07-11, 7:24 PM
665,689,"Pathao has been stealing *all* your SMS for about three months now. Blatant invasion of privacy and ultimate disregard for security. #deletepathao  There is a reason I'm always hesitant to install any ""bangladeshi"" app. If I must, I block all permissions (esp…",4,38,Riasat Al Jamil,2018-09-11, 3:41 AM
666,690,"Pathao is stealing contact, SMS and installed app list. Apart from pretty bad service one more reason not to use it. Just curious to know why does this app need access to my contacts, SMS and installed...",3,71,Rezwanur Rahman is feeling angry.,2018-07-11, 6:03 PM
667,691,"You’ve stolen a Pizza my heart. #whitecanarycafe (📸: @tamreeeen)
Dhaka’s favorite pizza is now available through foodpanda, Pathao and GO Fetch!",37,4700,The White Canary Cafe,2018-01-30,11:09 AM
668,692,...seize his other opportunities that he may take after pathao because it’s not about the money it’s about the fraud and steal he made. Thankyou.,3,15,Amrin Khandaker Priyota to Pathao Users Of Bangladesh,2018-12-24, 4:05 PM
669,693,"Here's the proof of data stealing by Pathao.
Pathao must be punished highly.
#Say_No_To_Pathao",2,39,জাবের মাহবুব to Uber Users of Bangladesh,2018-12-11, 9:32 PM
670,694,Looking for two person who will manage to drive Bike in Uber/Pathao.Interested persons are highly recommend to inbox me.Thank you 😊 NB:I’ll provide bikes.,1,3,Mohaimin Rahabar to Desperately Seeking Dhaka - DSD,2018-06-27, 7:28 AM
671,695,"...And most importantly, You don't have to register to Pathao for it. You can fetch their data with your low-spec phone, from Bangladesh or anywhere. In just 2 minutes, I found 10+ active URL with private...",2,31,Mugdho Sapiens,2018-12-23, 6:11 PM
672,696,"Personal + Uber/Pathao
ড্রাইভার প্রয়োজন !!!
সময়: 8:00 AM থেকে 10:00 PM (ঢাকায়)
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়)
শিক্ষা: ক্লাস 8 (আট)পাস
স্থান: মিরপুর-2
স্থায়ী বেতন 12,000 TK + Part time Uber/Pathao Commission 15% (After Expense)  শুধুমাত্র আগ্রহী ব্যক্তিকে যোগাযোগের নম্বর…",18,14,Zobayed Hassan to Uber driver Dhaka🚃,2018-10-13,12:39 PM
673,697,"...and share his motorcycle to help you reach your destination in time. To ensure your safety, Pathao riders are personally assessed, trained and verified before they can deliver rides, your whereabouts a...",52,545,Pathao,2017-10-10, 3:54 PM
674,698,When your younger brother is your personal Pathao rider🌚❤️,1,61,Rubaiyaat Adiba is with Alif Liam.,2018-08-12, 8:04 PM
675,699,"Mazda Axela 2005  Price: ৳7,50,000  Dhaka, Bangladesh Mazda Axela.Urgent Sale. Make Year : 2005 Registration :2008 Serial :23 Color : Silvrer. CC:1500 Transmission : Automatic Options : Ice cool AC, Original Alloy Rim with new tyre, New battery,Full…",1,17,Shobarbazar.com,2018-01-10, 1:49 PM
676,700,"Personal + Uber
ড্রাইভার প্রয়োজন  জানুয়ারী মাস থেকে !!!
সময়: 8:00 AM থেকে 10:00 PM (ঢাকায়)
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়)
শিক্ষা: ক্লাস 8 (আট)পাস
স্থান: মগবাজার,ডাক্তারগলি
স্থায়ী বেতন 10,000 TK + Part time Uber/Pathao Commission 25% (After Expense) Car : Toyota…",4,6,Dipanjal Chakraborty to Uber driver Dhaka🚃,2018-09-12, 1:06 PM
677,701,"Personal + Uber/Pathao
ড্রাইভার প্রয়োজন !!!
সময়: 8:00 AM থেকে 8:00 PM (ঢাকায়) 
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়) 
শিক্ষা: ক্লাস 8 (আট)পাস 
স্থান: মিরপুর ডিওএইচএস 
স্থায়ী বেতন 10,000 TK + Part time Uber/Pathao Commission 30% (After Expense) X Corolla   শুধুমাত্র আগ্রহী ব্যক্তিকে আপনার…",2,7,Tanvir Rahman to Dhaka Drivers Group,2018-07-10, 5:02 PM
678,702,"...and share his motorcycle to help you reach your destination in time. To ensure your safety, Pathao riders are personally assessed, trained and verified before they can deliver rides, your whereabouts a...",51,2000,Pathao,2017-10-10,12:56 PM
679,704,"Dear Pathao & Pathao Users Of Bangladesh, I would have posted this status yesterday but I was in an immense amount of shock. How can I not be in shock? I literally bathed in my blood yesterday and even...",43,218,Mohammadullah Imran,2018-05-12, 4:29 PM
680,706,"Love is when the other person's happiness is more important than your own. - H Jackson Brown Jr. Check out the full version of ""Pathao"" Natok!",1,12,Real Chamak,2018-02-20, 1:43 PM
681,707,Suggestion: Pathao should introduce wallet system where we can recharge our pathao wallet via bank cards or bkash. Fair should be deducted from the Pathao wallet by the app after ending the ride. Both...,1,14,Muhtasim Rafin to Pathao Users Of Bangladesh,2017-10-05,12:07 AM
682,708,"Dear customers,
In the celebration of Independence, we want to be on your side. We have all worked very hard to get where we are today, be it personal freedom, financial freedom, or national freedom. Keeping all that in mind, we have a small token of appreciation for…",75,53000,Pathao,2017-03-18, 5:48 PM
683,709,"Personal + Uber/Pathao
ড্রাইভার প্রয়োজন !!!
সময়: 8:00 AM থেকে 10:00 PM (ঢাকায়)
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়)
শিক্ষা: ক্লাস 8 (আট)পাস
স্থান: মিরপুর-2
স্থায়ী বেতন 12,000 TK + Part time Uber/Pathao Commission 15% (After Expense)  শুধুমাত্র আগ্রহী ব্যক্তিকে যোগাযোগের নম্বর…",18,14,Zobayed Hassan to Uber driver Dhaka🚃,2018-10-13,12:39 PM
684,710,"...They don't accept bkash let alone pathao pay. As far as I know pathao pays riders bonus amount in bkash still they say ""I don't have bkash"". Moreover reckless riders all around. I am using uber moto an...",5,42,Hossain Aftab to Pathao Users Of Bangladesh,2018-08-30,10:02 PM
685,711,I am a regular user of #Pathao from today i #Boycott #Pathao till  #Pathao  give any assurance to stop this kind of activities.. #Pathao don't have any right to access our personal information. #Boycott #Pathao,2,6,Estaba Hossain,2018-10-11, 2:11 PM
686,712,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
687,713,Just now got a call from this number: +8809666770800. She is asking too many personal question and telling that this servey will help pathao service.  Is it verified number of pathao or something else??,1,14,Ta NvIr to Pathao Users Of Bangladesh,2018-01-21, 4:42 PM
688,714,"...and share his motorcycle to help you reach your destination in time. To ensure your safety, Pathao riders are personally assessed, trained and verified before they can deliver rides, your whereabouts a...",52,545,Pathao,2017-10-10, 3:54 PM
689,715,+8809666770800 is it Pathao servery related number? Today I got a call & she was asking my personal life related few information???,5,14,Tanvir Islam Bappy to Pathao Users Of Bangladesh,2018-01-18,11:45 PM
690,716,Pathao Ltd. is looking for a driven individual as Operations Executive in our Courier Department. Pathao is the fastest growing technology company in Bangladesh solving some of the country’s most chall...,1,14,CareerBuzz,2018-01-09,10:38 AM
691,717,"...and I called pathao helpline and informed about it. How come my personal number which I gave in Pathao can go to these type of fraud ? Are you aware of these activities ? Unfortunately, there are many...",4,16,Meherdad Yousuf Ahmed to Pathao Bikers & Riders,2017-07-17,10:52 AM
692,718,Personal pathao service for Amma 😍😍😍,6,286,Apple Mahmud Emil,2018-01-21, 5:00 PM
693,719,"As you all know, Pathao is stealing your Data, as a conscious citizen of this country, you should report to Google Play Store for Pathao App.
1. Go to Play Store.
2. Search & Open Pathao App 3. On the upper right corner, you see three dots. Click on that. 4. Select Flag as…",17,55,Nagib Mahfuz Plabon to Desperately Seeking Dhaka - DSD,2018-10-11, 8:43 AM
694,720,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
695,721,Disgraceful !! Pathao is a data thief !! This is some SERIOUS invasion of privacy. So many people are complicit in this and I truly wonder what they were thinking. Why on earth would a 'corporate compa...,1,8,Nazmu Masood,2018-08-11,11:23 PM
696,722,"Hiring Data Scientists 
(Ninjas!!). If you or any of your friends are interested in #movingBangladesh, do buzz me! 
#Pathao",6,34,Andalib Hasan,2018-12-02, 8:08 PM
697,723,Let's look at the data privacy issue of Pathao,38,2100,The Daily Star,2018-12-11,10:57 AM
698,724,"...Missed a lot in the week and finally read up on the possible data security issue of Pathao today. Checked my app permissions and voila, Pathao has access to my SMS. I felt infuriated then immediately s...",11,152,Ashiq Alam,2018-09-11, 1:04 AM
699,725,"#help_post_for_googleplay_services
1. Remove the Gmail with which Uber or Pathao is running (setting>account>google >remove account) 
2. Uninstall Uber & Pathao.  3. Clear cache for Google play services (setting>apps>google play services>clear cache) DNT…",1,1,Abu Bakar Siddique to Pathao Users Of Bangladesh,2018-11-05, 2:26 PM
700,726,“Pathao” From “Moving Bangladesh” to “Moving Data”. This escalated so quickly.,4,68,Shaurov Sheikh,2018-09-11,12:13 PM
701,727,"Problem of PATHAO
১. On হয়না।
২. On হলে, location update হয়না।
৩. location update হলে, Requisite আসে না।
৪.  Requisite আসলে, Sound শুনা যায়না।
৫. Sound শুনা গেলে, Popup হয়না।
৬. Popup  হলে, Data show করে না।
৭. Data show করলে, Accept হয় না। ৮. Accept হলে,…",2,23,Mizanur Rahman to Pathao Users Of Bangladesh,2017-11-29,12:40 AM
702,728,"You'll always win with Pathao! Dhaka users will now get amazing discounts just by requesting more car rides or food orders from the Pathao app. Top 10 food users will get 100% discount on 3 car trips (up to 200tk), while Top 10 car users get 100% discount on 2 food…",14,192,Pathao,2018-09-24, 1:36 PM
703,729,I'm so lifeless that if Pathao data scientists search my entire online data they'll regret how much of their valuable times are wasted.,5,52,Raiyad Raad,2018-08-11, 8:01 PM
704,730,...Wifi dye request dsilam & mobile e amr data thake nah ajonno Pathao app check krte pare nai. Call o receive kortasilo na uni. Mone krselam uni JAM e prse & ringtone khyal krtsa nah. r pore Data r card...,2,9,Amir Faruk to Pathao Users Of Bangladesh,2018-12-05, 1:15 AM
705,731,"The ultimate delivery solution for Bangladesh.
We are here for all your E-commerce delivery needs.
To avail the service, 
Sign up here- https://pathao.com/merchant-registration
Fore more information, Call: 09678100800, and press 2.",35,1900,Pathao,2017-02-04, 5:58 PM
706,732,"#help_post_for_googleplay_services
1. Remove the Gmail with which Uber or Pathao is running (setting>account>google >remove account) 
2. Uninstall Uber & Pathao.  3. Clear cache for Google play services (setting>apps>google play services>clear cache) DNT…",2,4,Abu Bakar Siddique to Uber Users of Bangladesh,2018-11-05, 2:27 PM
707,733,"...হাজার হাজার অ্যাপ থাকতে শুধু একটা Apps-এর নাম কন??? আপানরা সবাই শুনেন.. এমন Data/SMS শুধু Pathao না, আরও অনেক Apps (Whatsapp, Viber, IMO, Uber, Bkash, Facebook etc) চুরি করতেছে অথবা চাইলেই চুরি করতে পা...",3,9,Zaheed Hossain,2018-09-11, 3:49 AM
708,734,"As you all know, Pathao is stealing your Data, as a conscious citizen of this country, you should report to Google Play Store for Pathao App.
1. Go to Play Store.
2. Search & Open Pathao App 3. On the upper right corner, you see three dots. Click on that. 4. Select Flag as…",17,55,Nagib Mahfuz Plabon to Desperately Seeking Dhaka - DSD,2018-10-11, 8:43 AM
709,735,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
710,736,Disgraceful !! Pathao is a data thief !! This is some SERIOUS invasion of privacy. So many people are complicit in this and I truly wonder what they were thinking. Why on earth would a 'corporate compa...,1,8,Nazmu Masood,2018-08-11,11:23 PM
711,737,Is this true that pathao is stealing our information...???,8,9,Niloy Ahmed to Desperately Seeking Dhaka - DSD,2018-10-11,11:14 PM
712,738,I'm so lifeless that if Pathao data scientists search my entire online data they'll regret how much of their valuable times are wasted.,5,52,Raiyad Raad,2018-08-11, 8:01 PM
713,739,"#Pathao Data চুরি! 
API uploading messages on the server from users!!
 
Version: 3.3.0
Tested via Burp suite",2,6,Sharmin Khan Urmi,2018-12-11, 3:09 PM
714,740,Does Pathao actually steal personal information?,23,1200,TahseeNation,2018-11-16, 8:29 PM
715,741,"Facebook/Google Data churi kortesa. R Ekhon Pathao Data churi kortesa.... Internet & smartphone use kora stop kore daw Bangali 😎😎😎😎😎 I agree Data niche eita thik nah. Digital hote chai, sob kisu automa...",2,10,Reza Labisa is feeling funny.,2018-10-11,10:49 AM
716,742,Is this true that pathao is stealing our information...???,8,9,Niloy Ahmed to Desperately Seeking Dhaka - DSD,2018-10-11,11:14 PM
717,743,"You'll always win with Pathao! Dhaka users will now get amazing discounts just by requesting more car rides or food orders from the Pathao app. Top 10 food users will get 100% discount on 3 car trips (up to 200tk), while Top 10 car users get 100% discount on 2 food…",14,192,Pathao,2018-09-24, 1:36 PM
718,744,Pathao Rip They're stealing information. 😡😡😡,1,5,বাধন,2018-07-11, 6:01 PM
719,745,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
720,746,I am a regular user of #Pathao from today i #Boycott #Pathao till  #Pathao  give any assurance to stop this kind of activities.. #Pathao don't have any right to access our personal information. #Boycott #Pathao,2,6,Estaba Hossain,2018-10-11, 2:11 PM
721,747,"As you all know, Pathao is stealing your Data, as a conscious citizen of this country, you should report to Google Play Store for Pathao App.
1. Go to Play Store.
2. Search & Open Pathao App 3. On the upper right corner, you see three dots. Click on that. 4. Select Flag as…",17,55,Nagib Mahfuz Plabon to Desperately Seeking Dhaka - DSD,2018-10-11, 8:43 AM
722,748,Pathao theke cash on delivery kivabe product send kora jay?kau jene thakle kindly janaben.oder customer care call korechilam Tara nijeder information nijerai Jane na. :@,2,1,Nayma Karim to Desperately Seeking Dhaka - DSD,2017-12-31, 6:22 PM
723,750,...Need to Uninstall now. & F** You for giving F** Logic to store public sensetive information.,2,16,Akter Hossain Auvi,2018-08-11, 7:38 PM
724,751,"আসসালামু আলাইকুম,
আমি pathao তে join করতে চাচ্ছিলাম , কিছু information জানতে চাই ? বাইক এর papers কি নিজের নামে থাকতে হবে? আমার বাইকটা office এর নামে, লোন নিয়ে কিনছি তাই । আমি কি এই papers দিয়ে join করতে পারবো? আমার leaner card আছে, driving…",2,4,Babu Rahman to Pathao Users Of Bangladesh,2017-09-24, 3:09 PM
725,752,"Mini Burgers are all available for HOME DELIVERY through pathao foods :)
Chicken cheese Mini Burger only @80 Taka!
Please call 01952229090 for any other information.",5,32,Chillers Mirpur- 11,2018-08-08, 3:32 PM
726,753,"Operations Executive - Chittagong
Pathao
Vacancy
5
Application Deadline : Oct 22, 2017
Job Context
Operations Executives form the core of all the operational excellence that Pathao aims to deliver. They must be agile, energetic and enthusiastic. This is an intense, business-side…",16,64,Sahadat Sayem to HR Care,2017-10-15, 3:31 PM
727,754,"Hi, is there any way I can change my phone number in my Pathao App? It seems that I can change all the other information but not the phone number.",3,9,Mopasha Samaddar Badhon to Pathao Users Of Bangladesh,2017-04-08, 7:34 PM
728,755,Let's look at the data privacy issue of Pathao,38,2100,The Daily Star,2018-12-11,10:57 AM
729,756,Looking for two person who will manage to drive Bike in Uber/Pathao.Interested persons are highly recommend to inbox me.Thank you 😊 NB:I’ll provide bikes.,1,3,Mohaimin Rahabar to Desperately Seeking Dhaka - DSD,2018-06-27, 7:28 AM
730,757,"...And most importantly, You don't have to register to Pathao for it. You can fetch their data with your low-spec phone, from Bangladesh or anywhere. In just 2 minutes, I found 10+ active URL with private...",2,31,Mugdho Sapiens,2018-12-23, 6:11 PM
731,758,"Personal + Uber/Pathao
ড্রাইভার প্রয়োজন !!!
সময়: 8:00 AM থেকে 10:00 PM (ঢাকায়)
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়)
শিক্ষা: ক্লাস 8 (আট)পাস
স্থান: মিরপুর-2
স্থায়ী বেতন 12,000 TK + Part time Uber/Pathao Commission 15% (After Expense)  শুধুমাত্র আগ্রহী ব্যক্তিকে যোগাযোগের নম্বর…",18,14,Zobayed Hassan to Uber driver Dhaka🚃,2018-10-13,12:39 PM
732,759,"...and share his motorcycle to help you reach your destination in time. To ensure your safety, Pathao riders are personally assessed, trained and verified before they can deliver rides, your whereabouts a...",52,545,Pathao,2017-10-10, 3:54 PM
733,760,When your younger brother is your personal Pathao rider🌚❤️,1,61,Rubaiyaat Adiba is with Alif Liam.,2018-08-12, 8:04 PM
734,761,"Mazda Axela 2005  Price: ৳7,50,000  Dhaka, Bangladesh Mazda Axela.Urgent Sale. Make Year : 2005 Registration :2008 Serial :23 Color : Silvrer. CC:1500 Transmission : Automatic Options : Ice cool AC, Original Alloy Rim with new tyre, New battery,Full…",1,17,Shobarbazar.com,2018-01-10, 1:49 PM
735,762,"Personal + Uber
ড্রাইভার প্রয়োজন  জানুয়ারী মাস থেকে !!!
সময়: 8:00 AM থেকে 10:00 PM (ঢাকায়)
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়)
শিক্ষা: ক্লাস 8 (আট)পাস
স্থান: মগবাজার,ডাক্তারগলি
স্থায়ী বেতন 10,000 TK + Part time Uber/Pathao Commission 25% (After Expense) Car : Toyota…",4,6,Dipanjal Chakraborty to Uber driver Dhaka🚃,2018-09-12, 1:06 PM
736,763,"Personal + Uber/Pathao
ড্রাইভার প্রয়োজন !!!
সময়: 8:00 AM থেকে 8:00 PM (ঢাকায়) 
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়) 
শিক্ষা: ক্লাস 8 (আট)পাস 
স্থান: মিরপুর ডিওএইচএস 
স্থায়ী বেতন 10,000 TK + Part time Uber/Pathao Commission 30% (After Expense) X Corolla   শুধুমাত্র আগ্রহী ব্যক্তিকে আপনার…",2,7,Tanvir Rahman to Dhaka Drivers Group,2018-07-10, 5:02 PM
737,764,"...and share his motorcycle to help you reach your destination in time. To ensure your safety, Pathao riders are personally assessed, trained and verified before they can deliver rides, your whereabouts a...",51,2000,Pathao,2017-10-10,12:56 PM
738,766,"Dear Pathao & Pathao Users Of Bangladesh, I would have posted this status yesterday but I was in an immense amount of shock. How can I not be in shock? I literally bathed in my blood yesterday and even...",43,218,Mohammadullah Imran,2018-05-12, 4:29 PM
739,768,"Love is when the other person's happiness is more important than your own. - H Jackson Brown Jr. Check out the full version of ""Pathao"" Natok!",1,12,Real Chamak,2018-02-20, 1:43 PM
740,769,Suggestion: Pathao should introduce wallet system where we can recharge our pathao wallet via bank cards or bkash. Fair should be deducted from the Pathao wallet by the app after ending the ride. Both...,1,14,Muhtasim Rafin to Pathao Users Of Bangladesh,2017-10-05,12:07 AM
741,770,"Dear customers,
In the celebration of Independence, we want to be on your side. We have all worked very hard to get where we are today, be it personal freedom, financial freedom, or national freedom. Keeping all that in mind, we have a small token of appreciation for…",75,53000,Pathao,2017-03-18, 5:48 PM
742,771,"Personal + Uber/Pathao
ড্রাইভার প্রয়োজন !!!
সময়: 8:00 AM থেকে 10:00 PM (ঢাকায়)
অভিজ্ঞতা: 4 বছর (অন্তত ঢাকায়)
শিক্ষা: ক্লাস 8 (আট)পাস
স্থান: মিরপুর-2
স্থায়ী বেতন 12,000 TK + Part time Uber/Pathao Commission 15% (After Expense)  শুধুমাত্র আগ্রহী ব্যক্তিকে যোগাযোগের নম্বর…",18,14,Zobayed Hassan to Uber driver Dhaka🚃,2018-10-13,12:39 PM
743,772,"...They don't accept bkash let alone pathao pay. As far as I know pathao pays riders bonus amount in bkash still they say ""I don't have bkash"". Moreover reckless riders all around. I am using uber moto an...",5,42,Hossain Aftab to Pathao Users Of Bangladesh,2018-08-30,10:02 PM
744,773,I am a regular user of #Pathao from today i #Boycott #Pathao till  #Pathao  give any assurance to stop this kind of activities.. #Pathao don't have any right to access our personal information. #Boycott #Pathao,2,6,Estaba Hossain,2018-10-11, 2:11 PM
745,774,That shared video explains how Pathao steals your private data. I have given screenshot of Pathao's AndroidManifest.xml. There are all the permissions that Pathao use to steal data from user but when y...,2,15,Anik Chowdhury,2018-07-11, 7:33 AM
746,775,Just now got a call from this number: +8809666770800. She is asking too many personal question and telling that this servey will help pathao service.  Is it verified number of pathao or something else??,1,14,Ta NvIr to Pathao Users Of Bangladesh,2018-01-21, 4:42 PM
747,776,"...and share his motorcycle to help you reach your destination in time. To ensure your safety, Pathao riders are personally assessed, trained and verified before they can deliver rides, your whereabouts a...",52,545,Pathao,2017-10-10, 3:54 PM
